,FPI_Ratio_0,FPI_Ratio_1,FPI_Ratio_2,FPI_Ratio_3,FPI_Ratio_4,FPI_Ratio_5,FPI_Ratio_6,FPI_Ratio_7,FPI_Ratio_8,FPI_Ratio_9
RA_xam2,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_cms_cmx,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_cms_cmn,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_dm,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
gla_pc_use,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
gdp_md_usu,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
pop_ct_usu,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_ms_di,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_SO,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_ms_av,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
Total_Photorophs_cells_per_gram,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
for_pc_cse,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
for_pc_use,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
RA_lm,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
my_lm,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
del_13C_permil,4.035292320588808,6.074104050417679,4.08624546859495,7.876342846848786,5.896461160195653,5.162750345024886,4.70423912100012,7.642568590981736,7.223770231333567,5.417508845881818
dist_m,1.000765929241848,1.027785268672129,0.9998190415913596,1.0227759309435314,1.0086025524629532,1.0566840683947132,1.085166868137622,1.0525701223842108,0.9940795712699192,1.0108737573310291
Algal_Mat_Coverage,1.028263837657185,1.047270466625393,1.0077579972425783,1.0205580008093866,1.0197214416796103,1.0769538049110432,1.0480352393078338,1.1142144372575375,0.9966565546150536,1.023316189646394
Macrophyte_Coverage,1.038707177288111,1.0237009006186366,0.9947130658942188,1.0074881003339995,1.0169738439665943,1.0626406675869708,1.0550377550663734,1.095285155670734,1.0055770995936872,1.0108756252049405
Canopy_Cover,1.1239810475584655,1.0691688457938098,1.0269682340608326,1.0196130422069745,1.0360698184319728,1.107548935317551,1.0678440425026317,1.128527086004775,1.0172346660016338,1.0376280920314307
del_15N_permil,1.023906967365278,1.0107460362651648,1.0119746503299825,1.0287207654694035,1.0337052026446565,1.067936120708017,1.0269692809070472,1.053042023910821,1.0130223094388386,1.0160261069404777
Water_Depth_cm,1.0600188209368857,1.0978099465811972,0.9745800529382322,1.0198734408262704,1.057617441619487,1.0595189989874476,1.0685211709407827,1.1042372001761152,0.9962812650975268,1.0045910205663795
Percent_Med_Sand,1.03769777226526,1.0342323693743214,1.0100229144564865,1.023817780578384,1.0591702590364895,1.0834380421655023,1.0612661290371237,1.0835528793826816,1.010394380329121,1.019557483595315
