Sample_ID,Sample_Longitude,Sample_Latitude,Mean_DO_mg_per_L,Mean_DO_percent_saturation,Mean_Temp_Deg_C,pH,Water_Depth_cm,Canopy_Cover,Macrophyte_Coverage,Algal_Mat_Coverage,AI,AI_Mod,DBE,DBE_O,GFE,NOSC,delGcox0PerCmol,delGcoxPerCmol,lamO20,lamO2,delGd0,delGd,n_chems,skew_lamO20,skew_lamO2,perc_AminoSugar,perc_Carb,perc_ConHC,perc_Lignin,perc_Lipid,perc_Other,perc_Protein,perc_Tannin,perc_UnsatHC,del_15N_permil,del_13C_permil,NPOC_INC_mg_per_L_as_C,NPOC_Field_mg_per_L_as_C,Percent_Fine_Sand,Percent_Med_Sand,Percent_Coarse_Sand,Percent_Tot_Sand,Percent_Clay,Percent_Silt,Total_Bacteria_cells_per_gram,Total_Photorophs_cells_per_gram,Total_Heterotrophs_cells_per_gram,C_percent,N_percent,Intermittent_or_Perennial_-1hot-_Intermittent,Intermittent_or_Perennial_-1hot-_Perennial,General_Vegetation_-1hot-_Broadleaf deciduous tree,General_Vegetation_-1hot-_Broadleaf deciduous tree. Crop,General_Vegetation_-1hot-_Broadleaf deciduous tree. Grass,General_Vegetation_-1hot-_Broadleaf deciduous tree. Shrub,General_Vegetation_-1hot-_Broadleaf evergreen tree,General_Vegetation_-1hot-_Broadleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Grass,General_Vegetation_-1hot-_Needleleaf deciduous tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf deciduous tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf deciduous tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Broadleaf evergreen tree,General_Vegetation_-1hot-_Needleleaf evergreen tree. Grass,General_Vegetation_-1hot-_Needleleaf evergreen tree. Shrub,General_Vegetation_-1hot-_Shrub,General_Vegetation_-1hot-_Shrub. Grass,Hydrogeomorphology_-1hot-_Multi-channel,Hydrogeomorphology_-1hot-_Single-channel meandering,Hydrogeomorphology_-1hot-_Single-channel straight,River_Gradient_-1hot-_Relatively flat/gentle gradient (e.g. valleys),River_Gradient_-1hot-_Relatively steep gradient (e.g. mountainous or hilly terrain),MiniDot_Sediment_-1hot-_Bedrock (primarily),MiniDot_Sediment_-1hot-_Gravel/cobble (>2mm),MiniDot_Sediment_-1hot-_Sand,MiniDot_Sediment_-1hot-_Silt/mud (<0.0625mm),Depositional_Type_-1hot-_Downstream from obstacles,Depositional_Type_-1hot-_Downstream of small tributary,Depositional_Type_-1hot-_Inside bend of a stream,Depositional_Type_-1hot-_Marsh,Depositional_Type_-1hot-_Pool lip,Depositional_Type_-1hot-_Riffle,Depositional_Type_-1hot-_Shallow waters near the shore,Depositional_Type_-1hot-_Upstream of weir barrier deposition,Depositional_Type_-1hot-_run edge
S19S_0034-M,-106.5232,35.8678,9.719755395849626,94.0,13.8,7.0,5.4,2.0,2.0,2.0,0.116099232219883,0.1935014446064327,7.07485380116959,0.0625730994152046,77.07775355603627,-0.5886931072280701,77.07775355603437,-146.76556743926207,0.054128132639463,0.0479194589262983,1559.7384210526318,-2901.096507147613,1710.0,2.141145312633141,2.064406322390812,0.0684210526315789,0.0210526315789473,0.1116959064327485,0.2175438596491228,0.1485380116959064,0.0257309941520467,0.3350877192982456,0.0292397660818713,0.0426900584795321,-2.71,-26.14,12.09,23.8,5.2,6.4,77.0,88.6,10.0,1.4,487000000.0,29700000.0,457000000.0,0.66,0.11,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0034-U,-106.5233,35.868,9.719755395849626,94.0,13.8,7.0,4.0,2.0,2.0,2.0,0.1080015921537349,0.2021654558086746,7.031807228915663,-0.3691566265060241,75.87889099024433,-0.546627754045783,75.87889099036323,-146.22667099881394,0.0555349762248049,0.0491288200147023,1493.0026987951808,-2818.681292050549,2075.0,2.0359198424484,1.9055214340192417,0.0679518072289156,0.0236144578313253,0.1113253012048192,0.2665060240963855,0.1137349397590361,0.0173493975903614,0.3243373493975903,0.0366265060240963,0.0385542168674698,1.21,-26.43,11.38,15.26,12.9,14.1,59.8,86.8,2.0,11.2,4260000000.0,51300000.0,4210000000.0,1.87,0.16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0035-D,-110.757838,32.42735,5.88,63.1,18.4,6.5,14.0,2.0,2.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,4.4,-27.03,15.9,23.76,11.6,7.5,72.7,91.8,5.8,2.4,171000000.0,23600000.0,148000000.0,0.61,0.15,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0035-M,-110.758821,32.42728,5.88,63.1,18.4,6.5,13.0,4.0,2.0,2.0,0.0795062654483871,0.1975076037002932,7.813782991202346,-1.132258064516129,73.32943842846686,-0.4571732781891496,73.32943842840665,-145.20288897667194,0.051802557412533,0.0457428112106833,1562.0958651026392,-3040.575172749378,3410.0,1.9391126505794904,1.9195026514297644,0.064516129032258,0.0278592375366568,0.089149560117302,0.3296187683284457,0.0923753665689149,0.0105571847507331,0.2689149560117302,0.0850439882697947,0.0319648093841642,2.35,-27.28,9.8,7.76,13.2,11.3,65.8,90.3,9.7,0.0,675000000.0,33200000.0,642000000.0,1.2,0.12,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0035-U,-110.759543,32.327329,5.88,63.1,18.4,6.5,19.0,4.0,2.0,2.0,0.0880554387138302,0.2029806668238341,7.734954165005979,-0.4766839378238341,72.66806618034875,-0.4339672343965723,72.66806618038791,-144.79823501764076,0.0549542954382441,0.0485097645190995,1477.546632124352,-2889.492844915441,2509.0,1.8747323338147155,1.8416676687164613,0.0681546432841769,0.0286966919091271,0.0964527700278995,0.3172578716620167,0.0976484655241131,0.0171383021123953,0.260263053009167,0.0801115982463132,0.0342766042247907,4.37,-26.86,9.73,9.27,12.6,12.7,62.5,87.8,12.2,0.0,506000000.0,17600000.0,488000000.0,1.08,0.16,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0036-D,-119.271902,46.372515,,,11.0,7.0,28.0,2.0,1.0,2.0,0.0973638823339934,0.1655548004224422,6.7287128712871285,-0.5867986798679868,76.55846814481782,-0.5704725664930693,76.55846814501096,-146.3312485628551,0.0564597379020395,0.0501599707826383,1466.1196039603958,-2765.480292573546,1515.0,2.043854180303317,1.9213591790330145,0.0679867986798679,0.031023102310231,0.0871287128712871,0.2151815181518152,0.128052805280528,0.0376237623762376,0.3425742574257426,0.0534653465346534,0.0369636963696369,3.78,-26.25,16.88,19.87,23.6,52.6,15.0,91.2,2.8,6.0,,,,0.63,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0036-M,-119.271921,46.372735,,,11.0,7.0,23.0,2.0,1.0,2.0,0.08122255866652,0.1509903620365156,6.160140783106027,-0.9960404751429828,78.46313380269555,-0.6373029404324679,78.46313380244877,-146.9547538282433,0.0543740100500584,0.048542104554928,1525.3392432908051,-2800.029034733676,2273.0,1.2645437885104878,1.983374198960993,0.082710074791025,0.0325560932688077,0.0585129784425868,0.2292124945006599,0.1346238451385833,0.0158380994280686,0.365156181258249,0.0351957765068191,0.0461944566652001,7.02,-27.03,14.52,13.93,16.4,48.2,27.6,92.2,7.8,0.0,,,,0.35,0.07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0036-U,-119.271963,46.372753,,,11.0,7.0,26.0,2.0,1.0,2.0,0.0831526219625868,0.1546427561341528,6.106894708711919,-0.8428647781934794,78.04716377871138,-0.6227075010106895,78.04716377874635,-146.72533148619763,0.0561804489016949,0.0501211340129749,1492.311598075895,-2743.436425744788,1871.0,1.836902913384301,1.8639677194751392,0.0823089257081774,0.0299305184393372,0.0539818278995189,0.2431854623196152,0.1309460181721004,0.0160342063067878,0.3554249064671299,0.0368786745056119,0.051309460181721,2.06,-25.98,13.75,16.05,6.2,67.8,16.3,90.3,9.7,0.0,,,,0.48,0.11,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0037-D,-75.7830393,39.8577967,8.97,98.6,19.4,6.5,15.9,1.0,2.0,2.0,0.0850196736908409,0.1617853333139257,7.435478379298604,-0.5035750766087844,79.28080917028976,-0.6659933042182499,79.28080917026581,-147.47591205727434,0.0468037344108493,0.0417839273389692,1838.380081716037,-3355.429103728464,2937.0,1.744801271246148,1.7044261843500783,0.0864828055839291,0.0262172284644194,0.0469867211440245,0.2679605039155601,0.1109976166155941,0.0190670752468505,0.3210759278175008,0.0449438202247191,0.0762683009874021,-10.69,-29.58,11.88,16.06,2.4,35.3,51.7,89.4,9.9,0.7,304000000.0,18500000.0,285000000.0,0.32,0.08,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0037-M,-75.7830477,39.8578837,8.97,98.6,19.4,6.5,19.5,1.0,2.0,2.0,,,,,,,,,,,,,,,,,,,,,,,,,3.41,-25.74,15.42,41.86,13.2,29.9,48.4,91.5,0.0,8.5,,,,0.67,0.09,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0037-U,-75.7831181,39.8579143,8.97,98.6,19.4,6.5,29.0,1.0,2.0,2.0,0.0872331863487456,0.1741225317191342,6.626168224299065,-0.736350221347762,76.53661657042795,-0.5697058445769798,76.53661657045144,-146.25830672318145,0.0553841149553398,0.0491400412835993,1508.8930152484013,-2816.9506788661006,2033.0,1.8987866674240983,1.8466475703598444,0.0767338908017707,0.0309886866699458,0.0836202656173143,0.235120511559272,0.1406787998032464,0.0172159370388588,0.3197245450073782,0.057550418101328,0.0383669454008853,1.0,-40.15,13.09,21.11,4.0,46.8,39.3,90.1,9.9,0.0,,,,0.45,0.07,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0038-D,-75.7839486,39.8594333,8.62,95.1,19.5,6.5,9.4,4.0,1.0,1.0,0.0887556733287928,0.1977068824100516,6.974166275246595,-0.5354626585251292,75.14485937850492,-0.520872258893847,75.14485937833489,-145.63873236064816,0.0554798528387342,0.0491002331943127,1491.6107092531706,-2821.133628608275,2129.0,1.8982929268647712,1.811945399391095,0.054485674025364,0.018788163457022,0.1070925317050258,0.244246124941287,0.1479567872240488,0.0150305307656176,0.3048379520901831,0.0662282761860028,0.0413339596054485,3.87,-27.28,9.44,17.0,12.5,23.1,55.4,91.0,0.0,9.0,,,,0.48,0.08,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0038-M,-75.7840693,39.8595115,8.62,95.1,19.5,6.5,27.0,4.0,1.0,1.0,0.0847759294342777,0.1838894915573618,7.039479795633999,-0.5517882025081282,75.79717030833166,-0.5437603616980956,75.7971703083467,-146.0959751644007,0.0540172115899906,0.0478471547055873,1543.4356247097076,-2907.1775688464227,2153.0,1.8547062429708712,1.75127410364478,0.0710636321411983,0.0274036228518346,0.0868555503947979,0.2508128193218764,0.1430562006502554,0.0148629818857408,0.3032977241058987,0.0571295866233163,0.0455178820250812,1.85,-24.95,8.31,8.56,48.3,31.0,8.3,87.6,0.0,12.4,956000000.0,185000000.0,770000000.0,1.21,0.07,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0038-U,-75.784143,39.8595761,8.62,95.1,19.5,6.5,7.1,4.0,1.0,1.0,0.0826285881102883,0.1906473512147311,7.66601714731099,-0.9228371005455964,74.13038561312081,-0.4852766881812159,74.13038561311329,-145.39190887424186,0.0512882656582573,0.0454827053312548,1555.6384255650817,-3005.296766679057,2566.0,1.5462660874560863,1.4255893882844313,0.063912704598597,0.0222135619641465,0.0939204988308651,0.2657833203429462,0.0896336710833982,0.0155884645362431,0.3211223694466095,0.0779423226812159,0.0498830865159781,4.56,-32.07,8.9,10.02,20.9,48.0,23.4,92.3,3.0,4.7,373000000.0,61700000.0,311000000.0,1.86,0.16,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0039-D,-84.359197,35.966194,6.13,71.0,22.8,7.5,7.0,2.0,1.0,1.0,0.0778367097359271,0.1784987142814569,6.466887417218543,-1.1399006622516556,74.64834948149256,-0.5034508590012418,74.64834948156296,-145.53608719294533,0.0590360346893707,0.0522509107116384,1404.2294701986757,-2678.6696579708496,2416.0,1.586646867534513,1.5489891699163971,0.0823675496688741,0.0463576158940397,0.0786423841059602,0.2893211920529801,0.1059602649006622,0.0182119205298013,0.2876655629139072,0.0558774834437086,0.0355960264900662,5.87,-28.11,10.65,16.43,32.2,21.4,20.8,74.4,20.4,5.2,2180000000.0,11500000.0,2160000000.0,1.7,0.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0039-M,-84.358455,35.966319,6.13,71.0,22.8,7.5,7.6,3.0,1.0,1.0,0.084783351818076,0.1879071880434445,6.655934833204034,-1.0376260667183863,75.52228462416448,-0.5341152499674168,75.52228462404095,-145.77983546211263,0.0557258205243305,0.0494549201422516,1456.4911559348334,-2763.273219966349,2578.0,1.460592207112572,1.4028851038902264,0.0713731574864235,0.0244375484871993,0.0930954228083785,0.2940263770364624,0.1280062063615205,0.0143522110162916,0.3013964313421257,0.0504266873545384,0.0228859581070597,9.68,,10.54,12.78,4.4,9.6,3.2,17.2,6.2,76.6,6010000000.0,200000000.0,5810000000.0,2.8,0.25,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0039-U,-84.357361,35.966243,6.13,71.0,22.8,7.5,20.0,3.0,1.0,1.0,0.088066878474231,0.1812419313075644,6.806317539484621,-0.8237738985868661,76.06597361829965,-0.5531920567822112,76.06597361824639,-146.16528412570804,0.0554921503070321,0.0492204519050379,1515.1386533665834,-2849.3122526335537,2406.0,1.6380251377578423,1.5710164572806482,0.0860349127182044,0.0390689941812136,0.0764754779717373,0.2921862011637572,0.100166251039069,0.0157938487115544,0.300498753117207,0.0423940149625935,0.0473815461346633,3.74,,11.02,12.11,52.6,21.1,6.6,80.3,0.0,19.7,4130000000.0,14900000.0,4120000000.0,1.69,0.16,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0
S19S_0040-D,-96.584725,39.087889,8.62,98.2,21.7,7.5,3.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0
S19S_0040-M,-96.584798,39.087692,8.62,98.2,21.7,7.5,3.0,1.0,1.0,3.0,0.0661781837206601,0.1520496272457212,6.3557457212713935,-1.1253056234718826,79.75418317589791,-0.6826029184523227,79.75418317584526,-148.24531660721024,0.0504881798778394,0.044751335373407,1619.2424816625914,-2960.2103854510306,1636.0,1.4999747307296911,1.4475783582876005,0.065403422982885,0.0256723716381418,0.0519559902200489,0.3068459657701711,0.1509779951100244,0.0171149144254278,0.3178484107579462,0.0360635696821515,0.0281173594132029,,,10.04,18.92,14.1,4.0,14.1,32.2,5.1,62.7,7110000000.0,165000000.0,6940000000.0,,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0
S19S_0040-U,-96.58479,39.08766,8.62,98.2,21.7,7.5,10.0,1.0,1.0,2.0,0.0787290804660326,0.176026493584692,6.2794384057971016,-1.122282608695652,76.09428777715037,-0.5541855360366849,76.0942877770015,-146.1514647935241,0.0576531378626976,0.0509565146435202,1485.5000000000002,-2769.873837935211,2208.0,1.9064653757468493,1.5949207919956951,0.067481884057971,0.0398550724637681,0.0760869565217391,0.2934782608695652,0.1431159420289855,0.0140398550724637,0.2939311594202898,0.046195652173913,0.0258152173913043,,-12.27,15.74,24.52,14.1,4.0,14.1,32.2,5.1,62.7,5150000000.0,256000000.0,4890000000.0,5.91,0.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
S19S_0041-D,-120.858196,44.299994,,,20.0,6.5,24.0,1.0,2.0,1.0,0.074439732259405,0.1676811108167104,6.599737532808399,-1.2865266841644794,76.46182946927296,-0.5670817357585302,76.46182946911277,-146.41931198106718,0.0541211274963384,0.047994632273885,1501.707217847769,-2829.090156970218,2286.0,2.210230616598904,2.090791109505369,0.0787401574803149,0.0314960629921259,0.0599300087489063,0.3048993875765529,0.1089238845144357,0.0153105861767279,0.31583552055993,0.0516185476815398,0.0332458442694663,61.95,-29.0,9.6,9.88,10.0,22.2,59.4,91.6,8.4,0.0,2090000000.0,665000.0,2090000000.0,0.21,0.09,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0041-M,-120.858255,44.300038,,,20.0,6.5,10.0,2.0,2.0,1.0,0.086650585494006,0.1688243489250749,6.615384615384615,-0.6553446553446554,79.18870596243256,-0.6627616127112888,79.18870596234335,-147.5712282860418,0.0511426307193969,0.0453745386439878,1627.936813186813,-2976.075075184688,2002.0,2.3427597687686985,2.1338977178220886,0.0674325674325674,0.0219780219780219,0.0674325674325674,0.2662337662337662,0.1678321678321678,0.0154845154845154,0.3276723276723277,0.0244755244755244,0.0414585414585414,4.42,-28.95,11.6,18.17,19.3,35.7,31.8,86.8,13.2,0.0,3710000000.0,51200000.0,3660000000.0,0.5,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0041-U,-120.85829,44.300082,,,20.0,6.5,18.0,2.0,2.0,1.0,0.0734555735037627,0.1730318428078796,6.714475431606906,-1.2266489597166887,76.4695868989429,-0.567353926272687,76.46958689882857,-146.4506367993384,0.0534889623912425,0.047418349267586,1520.4713147410357,-2864.5646909710704,2259.0,2.06682463428294,1.905930287059163,0.0756972111553784,0.0314298362107127,0.0641876936697653,0.3178397521027003,0.113767153607791,0.0115095174856131,0.3058875608676406,0.0513501549358123,0.0283311199645861,-2.13,-28.97,9.71,11.62,13.7,18.3,54.4,86.4,5.7,7.9,1790000000.0,999000.0,1790000000.0,0.18,0.1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0
S19S_0042-D,-80.96434,25.40976,3.9,49.1,29.1,7.5,54.0,3.0,2.0,1.0,0.074737251784673,0.1997802670212411,7.052478134110787,-0.8354852144939608,73.52340075444357,-0.4639789738384007,73.52340075426436,-144.8624232784639,0.0565928484921768,0.0500576770444728,1457.9925031236985,-2801.62635078154,2401.0,1.7150290155814938,1.6624439739009629,0.0470637234485631,0.0162432319866722,0.083298625572678,0.3710953769262807,0.1266139108704706,0.0116618075801749,0.2453144523115368,0.0745522698875468,0.0241566014160766,14.91,-26.95,30.04,31.73,30.0,20.8,14.6,65.4,34.6,0.0,6790000000.0,2460000000.0,4330000000.0,38.95,2.3,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0042-M,-80.96423,25.40979,3.9,49.1,29.1,7.5,65.0,3.0,2.0,1.0,0.0790837918039647,0.1936021324361233,6.644052863436124,-0.7951541850220264,75.34125986208764,-0.5277635039303964,75.3412598619925,-145.6310398756189,0.0561017023662222,0.0497182618309332,1480.155198237885,-2786.0528323093813,2270.0,1.6501827649480965,1.604879219683338,0.0440528634361233,0.0180616740088105,0.0894273127753303,0.3255506607929515,0.1713656387665198,0.0110132158590308,0.2533039647577093,0.0669603524229074,0.0202643171806167,16.5,-27.02,27.92,22.0,26.3,19.0,29.9,75.2,24.8,0.0,1790000000.0,842000000.0,953000000.0,37.72,2.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0042-U,-80.96423,25.40982,3.9,49.1,29.1,7.5,55.0,3.0,2.0,1.0,0.0817114027364152,0.2040677338284671,7.008515815085159,-0.7388483373884833,72.99321007422506,-0.4453757920746147,72.99321007413064,-144.63938648167897,0.0580161215410362,0.051316872309845,1411.7947688564475,-2729.5523301642525,2466.0,1.6853238764514873,1.636164782041285,0.0510948905109489,0.0178426601784266,0.0957015409570154,0.3532035685320356,0.1253041362530413,0.0113544201135442,0.2522303325223033,0.0697485806974858,0.0235198702351987,17.85,-27.12,37.17,22.0,0.0,0.0,0.0,0.0,0.0,100.0,2230000000.0,1040000000.0,1180000000.0,38.42,2.24,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0043-D,-89.472992,43.14501,,,15.7,7.5,20.0,1.0,3.0,1.0,0.082191965066734,0.2033754815965621,6.729524772497472,-1.044994944388271,72.53748002705662,-0.4293852641061678,72.53748002705332,-144.71383408856502,0.0612336307847318,0.0540720035623144,1315.157532861476,-2576.261973667172,1978.0,1.4176029291278367,1.3512727406276466,0.0647118301314459,0.0298281092012133,0.1006066734074823,0.3407482305358948,0.1026289180990899,0.0182002022244691,0.2674418604651162,0.0662285136501516,0.0096056622851365,1.2,-25.3,26.89,21.79,14.0,6.4,12.6,33.0,48.8,18.2,4100000000.0,1730000000.0,2370000000.0,0.49,0.09,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0043-M,-89.472023,43.145025,,,15.7,7.5,30.0,1.0,3.0,1.0,0.0822171385856971,0.1854763145141829,6.662405113863364,-0.9880143827407112,74.94852970426606,-0.5139834983915302,74.94852970416547,-145.4861708965398,0.0569546777862458,0.0505440557430307,1429.585337594886,-2723.092314915914,2503.0,1.752781005107591,1.6707162424452762,0.0775069916100679,0.023571713943268,0.079504594486616,0.3208150219736316,0.0978825409508589,0.009588493807431,0.3128246104674391,0.0499400719137035,0.0283659608469836,9.79,-25.06,7.97,9.84,39.6,2.7,0.1,42.4,36.4,21.2,8850000000.0,414000000.0,8430000000.0,2.54,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
S19S_0044-D,-79.811134,33.131027,,,24.0,6.0,37.0,1.0,1.0,1.0,0.0896412605561296,0.2047470760028182,7.1770784405824335,-0.6171911695631752,75.27450445348943,-0.5254212088961955,75.27450445344581,-145.82471249112135,0.0540734386828215,0.0478212137744091,1519.3042743071865,-2884.0258793718544,2129.0,2.1300566154094054,1.924818318839572,0.0540159699389384,0.0197275716298731,0.0972287458900892,0.3428839830906529,0.1305777360263034,0.0178487552841709,0.2649131047440112,0.0474401127289807,0.0253640206669798,3.22,-28.89,17.64,24.32,12.2,40.0,39.7,91.9,8.1,0.0,2860000000.0,1790000.0,2860000000.0,0.98,0.12,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S19S_0044-M,-79.810626,33.130966,,,24.0,6.0,22.0,1.0,1.0,2.0,0.100535315383062,0.2644350964789029,9.58860759493671,-0.3673899939722724,67.64000086171458,-0.2575438898863773,67.64000086167196,-142.9294480804329,0.0528734927786126,0.0463603623635961,1468.014918625678,-3067.227963956445,3318.0,1.9704016390292325,1.82882444816962,0.0397830018083182,0.0159734779987944,0.1576250753465943,0.4213381555153707,0.0455093429776974,0.0108499095840868,0.1871609403254973,0.1054852320675105,0.0162748643761302,3.47,-30.21,14.77,17.05,71.8,11.2,1.4,84.4,15.6,0.0,1010000000.0,42500000.0,972000000.0,5.08,0.2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S19S_0044-U,-79.810168,33.130796,,,24.0,6.0,24.0,1.0,1.0,1.0,0.0983046908272251,0.236094469203383,8.033830044301249,-0.252114377768828,71.68333630429359,-0.3994153089267016,71.68333630421029,-144.28478309412563,0.0559536329401228,0.0494405378249116,1434.4087394281112,-2841.907594136349,2483.0,1.94253621708196,1.9012957174963043,0.0422875553765606,0.0173177607732581,0.1256544502617801,0.3971002819170358,0.0869915424889246,0.0136931131695529,0.2303664921465968,0.0648409182440596,0.0217478856222311,7.66,,20.11,21.03,27.3,36.6,8.9,72.8,27.2,0.0,3500000000.0,15500000.0,3480000000.0,6.78,0.37,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0
S19S_0047-D,-149.40333,68.64278,10.26,97.2,8.5,6.5,52.0,1.0,1.0,1.0,0.0780837996827354,0.2105998536664798,7.5358744394618835,-0.92152466367713,73.56715278104541,-0.4655141326687219,73.56715278102914,-145.50720597502527,0.0532624013199964,0.0470358811676275,1468.9913677130046,-2867.545936323869,1784.0,1.5724666024174183,1.5766395449051565,0.0493273542600896,0.0213004484304932,0.1065022421524663,0.3615470852017937,0.1020179372197309,0.0162556053811659,0.2556053811659193,0.0723094170403587,0.015134529147982,6.04,,10.06,26.9,42.7,7.3,3.2,53.2,40.3,6.5,929000000.0,54700000.0,874000000.0,4.26,0.23,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0047-M,-149.40339,68.64274,10.26,97.2,8.5,6.5,76.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,9.68,-27.38,28.76,70.18,45.7,9.6,3.5,58.8,20.2,21.0,1330000000.0,127000000.0,1210000000.0,6.89,0.41,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
S19S_0047-U,-149.40346,68.6427,10.26,97.2,8.5,6.5,82.0,2.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,8.28,-27.47,14.89,37.71,,,,,,,1050000000.0,64800000.0,985000000.0,3.18,0.21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0
